order_id,order_amount_paise,currency,order_created_at,payment_id,payment_status,fee_paise,tax_paise,captured_at,refund_id,refund_amount_paise,refund_created_at
order_synth_00211,3525606,INR,2026-04-04T12:42:00Z,pay_synth_00211,captured,70512,12692,2026-04-04T13:10:00Z,,,
order_synth_00212,4346968,INR,2026-03-14T10:46:00Z,pay_synth_00212,captured,86939,15649,2026-03-14T10:56:00Z,,,
order_synth_00213,1678981,INR,2026-03-19T19:39:00Z,pay_synth_00213,captured,33580,6044,2026-03-19T20:00:00Z,,,
order_synth_00214,608477,INR,2026-01-15T05:31:00Z,pay_synth_00214,captured,12170,2191,2026-01-15T05:39:00Z,,,
order_synth_00215,1776401,INR,2026-01-26T13:33:00Z,pay_synth_00215,captured,35528,6395,2026-01-26T13:37:00Z,,,
order_synth_00216,249673,INR,2026-01-09T22:38:00Z,pay_synth_00216,captured,4993,899,2026-01-09T23:06:00Z,,,
order_synth_00217,4050387,INR,2026-03-15T07:45:00Z,pay_synth_00217,captured,81008,14581,2026-03-15T08:00:00Z,,,
order_synth_00218,4608737,INR,2026-02-21T06:26:00Z,pay_synth_00218,captured,92175,16592,2026-02-21T06:55:00Z,,,
order_synth_00219,1587063,INR,2026-04-24T02:20:00Z,pay_synth_00219,captured,31741,5713,2026-04-24T02:25:00Z,,,
order_synth_00220,1831905,INR,2026-02-17T14:20:00Z,pay_synth_00220,captured,36638,6595,2026-02-17T14:46:00Z,,,
order_synth_00221,3237918,INR,2026-04-13T15:07:00Z,pay_synth_00221,captured,64758,11656,2026-04-13T15:31:00Z,,,
order_synth_00222,446941,INR,2026-04-25T22:45:00Z,pay_synth_00222,captured,8939,1609,2026-04-25T22:49:00Z,,,
order_synth_00223,513755,INR,2026-01-12T12:08:00Z,pay_synth_00223,captured,10275,1850,2026-01-12T12:13:00Z,,,
order_synth_00224,4562783,INR,2026-04-04T16:43:00Z,pay_synth_00224,captured,91256,16426,2026-04-04T17:02:00Z,,,
order_synth_00225,3064084,INR,2026-04-14T21:10:00Z,pay_synth_00225,captured,61282,11031,2026-04-14T21:21:00Z,,,
order_synth_00226,908043,INR,2026-03-08T06:32:00Z,pay_synth_00226,captured,18161,3269,2026-03-08T06:34:00Z,,,
order_synth_00227,3499268,INR,2026-04-20T12:35:00Z,pay_synth_00227,captured,69985,12597,2026-04-20T12:37:00Z,,,
order_synth_00228,895117,INR,2026-04-13T21:47:00Z,pay_synth_00228,captured,17902,3222,2026-04-13T21:59:00Z,,,
order_synth_00229,2723302,INR,2026-03-23T08:12:00Z,pay_synth_00229,captured,54466,9804,2026-03-23T08:30:00Z,,,
order_synth_00230,2324896,INR,2026-05-02T18:53:00Z,pay_synth_00230,captured,46498,8370,2026-05-02T19:11:00Z,,,
order_synth_00231,4843788,INR,2026-04-19T03:15:00Z,pay_synth_00231,captured,96876,17438,2026-04-19T03:36:00Z,,,
order_synth_00232,464058,INR,2026-02-13T17:53:00Z,pay_synth_00232,captured,9281,1671,2026-02-13T18:04:00Z,,,
order_synth_00233,4608235,INR,2026-02-25T08:57:00Z,pay_synth_00233,captured,92165,16590,2026-02-25T09:10:00Z,,,
order_synth_00234,3562916,INR,2026-02-20T11:53:00Z,pay_synth_00234,captured,71258,12826,2026-02-20T12:04:00Z,,,
order_synth_00235,1248805,INR,2026-04-26T09:49:00Z,pay_synth_00235,captured,24976,4496,2026-04-26T10:00:00Z,,,
order_synth_00236,2152923,INR,2026-01-26T02:03:00Z,pay_synth_00236,captured,43058,7750,2026-01-26T02:10:00Z,,,
order_synth_00237,2656236,INR,2026-03-08T20:22:00Z,pay_synth_00237,captured,53125,9562,2026-03-08T20:25:00Z,,,
order_synth_00238,2171571,INR,2026-04-27T13:12:00Z,pay_synth_00238,captured,43431,7818,2026-04-27T13:30:00Z,,,
order_synth_00239,1744405,INR,2026-03-29T04:43:00Z,pay_synth_00239,captured,34888,6280,2026-03-29T05:01:00Z,,,
order_synth_00240,257324,INR,2026-04-12T10:52:00Z,pay_synth_00240,captured,5146,926,2026-04-12T11:06:00Z,,,
order_synth_00241,4008029,INR,2026-01-22T17:08:00Z,pay_synth_00241,captured,80161,14429,2026-01-22T17:24:00Z,,,
order_synth_00242,4119938,INR,2026-04-03T11:05:00Z,pay_synth_00242,captured,82399,14832,2026-04-03T11:34:00Z,,,
order_synth_00243,4361193,INR,2026-03-14T13:30:00Z,pay_synth_00243,captured,87224,15700,2026-03-14T13:32:00Z,,,
order_synth_00244,959352,INR,2026-01-28T19:58:00Z,pay_synth_00244,captured,19187,3454,2026-01-28T20:16:00Z,,,
order_synth_00245,725603,INR,2026-03-13T13:06:00Z,pay_synth_00245,captured,14512,2612,2026-03-13T13:32:00Z,,,
order_synth_00246,1323766,INR,2026-01-28T04:00:00Z,pay_synth_00246,captured,26475,4766,2026-01-28T04:07:00Z,,,
order_synth_00247,17409,INR,2026-03-25T08:38:00Z,pay_synth_00247,captured,348,63,2026-03-25T08:53:00Z,,,
order_synth_00248,320915,INR,2026-01-12T22:17:00Z,pay_synth_00248,captured,6418,1155,2026-01-12T22:19:00Z,,,
order_synth_00249,314872,INR,2026-04-24T01:06:00Z,pay_synth_00249,captured,6297,1133,2026-04-24T01:25:00Z,,,
order_synth_00250,1767443,INR,2026-03-23T10:11:00Z,pay_synth_00250,captured,35349,6363,2026-03-23T10:41:00Z,,,
order_synth_00251,1600568,INR,2026-02-28T18:47:00Z,pay_synth_00251,captured,32011,5762,2026-02-28T18:57:00Z,,,
order_synth_00252,997374,INR,2026-01-22T04:09:00Z,pay_synth_00252,captured,19947,3590,2026-01-22T04:37:00Z,,,
order_synth_00253,585497,INR,2026-02-16T17:59:00Z,pay_synth_00253,captured,11710,2108,2026-02-16T18:16:00Z,,,
order_synth_00254,1298259,INR,2026-03-18T16:56:00Z,pay_synth_00254,captured,25965,4674,2026-03-18T17:20:00Z,,,
order_synth_00255,1335101,INR,2026-03-09T16:48:00Z,pay_synth_00255,captured,26702,4806,2026-03-09T17:17:00Z,,,
order_synth_00256,1288016,INR,2026-02-03T09:54:00Z,pay_synth_00256,captured,25760,4637,2026-02-03T09:55:00Z,,,
order_synth_00257,257898,INR,2026-01-08T15:52:00Z,pay_synth_00257,captured,5158,928,2026-01-08T16:18:00Z,,,
order_synth_00258,725887,INR,2026-02-24T19:25:00Z,pay_synth_00258,captured,14518,2613,2026-02-24T19:26:00Z,,,
order_synth_00259,1754920,INR,2026-01-27T06:37:00Z,pay_synth_00259,captured,35098,6318,2026-01-27T07:04:00Z,,,
order_synth_00260,718704,INR,2026-05-03T22:57:00Z,pay_synth_00260,captured,14374,2587,2026-05-03T23:27:00Z,,,
order_synth_00261,1005099,INR,2026-04-17T01:12:00Z,pay_synth_00261,captured,20102,3618,2026-04-17T01:17:00Z,,,
order_synth_00262,1019769,INR,2026-01-24T21:24:00Z,pay_synth_00262,captured,20395,3671,2026-01-24T21:53:00Z,,,
order_synth_00263,598167,INR,2026-04-22T01:03:00Z,pay_synth_00263,captured,11963,2153,2026-04-22T01:16:00Z,rfnd_synth_00264,101691,2026-04-27T01:16:00Z
order_synth_00265,1656146,INR,2026-01-09T06:53:00Z,pay_synth_00265,captured,33123,5962,2026-01-09T07:08:00Z,rfnd_synth_00266,638396,2026-01-16T07:08:00Z
order_synth_00267,252925,INR,2026-01-05T10:36:00Z,pay_synth_00267,captured,5058,910,2026-01-05T10:58:00Z,rfnd_synth_00268,40399,2026-01-10T10:58:00Z
order_synth_00269,250040,INR,2026-01-06T21:15:00Z,pay_synth_00269,captured,5001,900,2026-01-06T21:32:00Z,rfnd_synth_00270,67657,2026-01-10T21:32:00Z
order_synth_00271,1487816,INR,2026-03-22T20:13:00Z,pay_synth_00271,captured,29756,5356,2026-03-22T20:40:00Z,rfnd_synth_00272,428815,2026-03-26T20:40:00Z
order_synth_00273,311406,INR,2026-04-25T21:03:00Z,pay_synth_00273,captured,10899,1962,2026-04-25T21:33:00Z,,,
order_synth_00274,693398,INR,2026-03-17T22:10:00Z,pay_synth_00274,captured,24269,4368,2026-03-17T22:36:00Z,,,
order_synth_00275,1560565,INR,2026-05-04T19:35:00Z,pay_synth_00275,captured,54620,9832,2026-05-04T19:39:00Z,,,
order_synth_00276,1597707,INR,2026-01-23T22:33:00Z,pay_synth_00276,captured,55920,10066,2026-01-23T22:48:00Z,,,
order_synth_00277,1787623,INR,2026-01-21T10:02:00Z,pay_synth_00277,captured,62567,11262,2026-01-21T10:14:00Z,,,
order_synth_00278,404740,INR,2026-03-17T13:07:00Z,pay_synth_00278,captured,8095,1457,2026-03-17T13:34:00Z,,,
order_synth_00279,1317046,INR,2026-01-28T15:30:00Z,pay_synth_00279,captured,26341,4741,2026-01-28T15:44:00Z,,,
order_synth_00280,1458077,INR,2026-01-15T04:50:00Z,pay_synth_00280,captured,29162,5249,2026-01-15T05:14:00Z,,,
order_synth_00281,1642689,INR,2026-01-06T16:00:00Z,pay_synth_00281,captured,32854,5914,2026-01-06T16:17:00Z,,,
order_synth_00282,1706377,INR,2026-04-09T21:18:00Z,pay_synth_00282,captured,34128,6143,2026-04-09T21:28:00Z,,,
order_synth_00283,1026947,INR,2026-01-28T18:00:00Z,pay_synth_00283,captured,20539,3697,2026-01-28T18:11:00Z,,,
order_synth_00284,361483,INR,2026-03-05T13:36:00Z,pay_synth_00284,captured,7230,1301,2026-03-05T13:46:00Z,,,
order_synth_00285,1346775,INR,2026-02-19T14:44:00Z,pay_synth_00285,captured,26936,4848,2026-02-19T15:14:00Z,,,
order_synth_00286,1754179,INR,2026-01-13T00:24:00Z,pay_synth_00286,captured,35084,6315,2026-01-13T00:28:00Z,,,
order_synth_00287,1386559,INR,2026-04-12T22:06:00Z,pay_synth_00287,captured,27731,4992,2026-04-12T22:32:00Z,,,
order_synth_00293,485592,INR,2026-01-23T16:41:00Z,pay_synth_00293,captured,9712,1748,2026-01-23T16:42:00Z,,,
order_synth_00294,485592,INR,2026-03-06T21:06:00Z,pay_synth_00294,captured,9712,1748,2026-03-06T21:14:00Z,,,
order_synth_00295,269992,INR,2026-01-20T23:21:00Z,pay_synth_00295,captured,5400,972,2026-01-20T23:39:00Z,,,
order_synth_00296,269992,INR,2026-01-22T10:58:00Z,pay_synth_00296,captured,5400,972,2026-01-22T11:23:00Z,,,
order_synth_00297,103329,INR,2026-01-05T06:07:00Z,pay_synth_00297,captured,2067,372,2026-01-05T06:30:00Z,,,
order_synth_00298,103329,INR,2026-03-29T20:15:00Z,pay_synth_00298,captured,2067,372,2026-03-29T20:29:00Z,,,
order_synth_00299,102396,INR,2026-03-17T08:02:00Z,pay_synth_00299,captured,2048,369,2026-03-17T08:06:00Z,,,
order_synth_00300,102396,INR,2026-03-13T03:15:00Z,pay_synth_00300,captured,2048,369,2026-03-13T03:27:00Z,,,
order_synth_00301,327893,INR,2026-02-06T11:24:00Z,pay_synth_00301,captured,6558,1180,2026-02-06T11:50:00Z,,,
order_synth_00302,327893,INR,2026-04-28T15:28:00Z,pay_synth_00302,captured,6558,1180,2026-04-28T15:32:00Z,,,
order_synth_00303,4820000,INR,2026-04-26T06:49:00Z,pay_synth_00303,captured,96400,17352,2026-04-26T07:18:00Z,,,
order_synth_00305,171566,INR,2026-01-19T15:53:00Z,pay_synth_00305,captured,3431,618,2026-01-19T16:07:00Z,,,
order_synth_00307,107604,INR,2026-04-08T14:36:00Z,pay_synth_00307,captured,2152,387,2026-04-08T15:04:00Z,,,
order_synth_00309,337209,INR,2026-03-09T08:12:00Z,pay_synth_00309,captured,6744,1214,2026-03-09T08:30:00Z,,,
order_synth_00311,196964,INR,2026-04-16T12:38:00Z,pay_synth_00311,captured,3939,709,2026-04-16T12:53:00Z,,,
order_synth_00313,4820000,INR,2026-05-01T23:01:00Z,pay_synth_00313,captured,96400,17352,2026-05-01T23:30:00Z,,,
order_synth_00314,336966,INR,2026-03-25T12:33:00Z,pay_synth_00314,captured,6739,1213,2026-03-25T12:56:00Z,,,
order_synth_00315,354881,INR,2026-03-21T22:43:00Z,pay_synth_00315,captured,7098,1278,2026-03-21T23:00:00Z,,,
order_synth_00316,335105,INR,2026-03-15T05:32:00Z,pay_synth_00316,captured,6702,1206,2026-03-15T05:42:00Z,,,
order_synth_00317,376002,INR,2026-02-02T09:29:00Z,pay_synth_00317,captured,7520,1354,2026-02-02T09:30:00Z,,,
